1;BOS;CLE;99;102; October 17, 2017
812;ATL;ORL;98;100;February 8, 2018
813;CHA;POR;103;109;February 8, 2018
814;NYK;TOR;88;113;February 8, 2018
815;BOS;WAS;110;104;February 8, 2018
816;CLE;ATL;123;107;February 9, 2018
817;IND;BOS;97;91;February 9, 2018
818;MIN;CHI;113;114;February 9, 2018
819;LAC;DET;108;95;February 9, 2018
820;DEN;HOU;104;130;February 9, 2018
821;MIL;MIA;85;91;February 9, 2018
822;NOP;PHI;82;100;February 9, 2018
823;POR;SAC;118;100;February 9, 2018
824;CHA;UTA;94;106;February 9, 2018
825;NOP;BKN;138;128;February 10, 2018
826;WAS;CHI;101;90;February 10, 2018
827;LAL;DAL;123;130;February 10, 2018
828;SAS;GSW;105;122;February 10, 2018
829;MIL;ORL;111;104;February 10, 2018
830;LAC;PHI;98;112;February 10, 2018
831;DEN;PHX;123;113;February 10, 2018
832;DET;ATL;115;118;February 11, 2018
833;CLE;BOS;121;99;February 11, 2018
834;TOR;CHA;123;103;February 11, 2018
835;DAL;HOU;97;104;February 11, 2018
836;NYK;IND;113;121;February 11, 2018
837;SAC;MIN;106;111;February 11, 2018
838;MEM;OKC;92;110;February 11, 2018
839;UTA;POR;115;96;February 11, 2018
840;LAC;BKN;114;101;February 12, 2018
841;ORL;CHI;101;105;February 12, 2018
842;NOP;DET;118;103;February 12, 2018
843;PHX;GSW;83;129;February 12, 2018
844;NYK;PHI;92;108;February 12, 2018
845;SAS;UTA;99;101;February 12, 2018
846;SAC;DAL;114;109; February 13, 2018
847;SAS;DEN;109;117; February 13, 2018
848;ATL;MIL;92;97; February 13, 2018
849;HOU;MIN;126;108; February 13, 2018
850;CLE;OKC;120;112; February 13, 2018
851;MIA;TOR;112;115; February 13, 2018
852;LAC;BOS;129;119;February 14, 2018
853;IND;BKN;108;103;February 14, 2018
854;TOR;CHI;122;98;February 14, 2018
855;ATL;DET;98;104;February 14, 2018
856;SAC;HOU;91;100;February 14, 2018
857;OKC;MEM;121;114;February 14, 2018
858;LAL;NOP;117;139;February 14, 2018
859;WAS;NYK;118;113;February 14, 2018
860;CHA;ORL;104;102;February 14, 2018
861;MIA;PHI;102;104;February 14, 2018
862;GSW;POR;117;123;February 14, 2018
863;PHX;UTA;97;107;February 14, 2018
864;DEN;MIL;134;123;February 15, 2018
865;LAL;MIN;111;119;February 15, 2018
866;PHI;CHI;116;115;February 22, 2018
867;BKN;CHA;96;111;February 22, 2018
868;WAS;CLE;110;103;February 22, 2018
869;LAC;GSW;127;134;February 22, 2018
870;NYK;ORL;120;113;February 22, 2018
871;OKC;SAC;110;107;February 22, 2018
872;SAS;DEN;119;122;February 23, 2018
873;BOS;DET;110;98;February 23, 2018
874;MIN;HOU;102;120;February 23, 2018
875;ATL;IND;93;116;February 23, 2018
876;DAL;LAL;102;124;February 23, 2018
877;CLE;MEM;112;89;February 23, 2018
878;MIA;NOP;123;124;February 23, 2018
879;LAC;PHX;128;117;February 23, 2018
880;MIL;TOR;122;119;February 23, 2018
881;POR;UTA;100;81;February 23, 2018
882;CHA;WAS;122;105;February 23, 2018
883;OKC;GSW;80;112;February 24, 2018
884;MEM;MIA;89;115;February 24, 2018
885;CHI;MIN;104;122;February 24, 2018
886;BOS;NYK;121;112;February 24, 2018
887;ORL;PHI;105;116;February 24, 2018
888;POR;PHX;106;104;February 24, 2018
889;LAL;SAC;113;108;February 24, 2018
890;DAL;UTA;90;97;February 24, 2018
891;DET;CHA;98;114;February 25, 2018
892;SAS;CLE;110;94;February 25, 2018
893;HOU;DEN;119;114;February 25, 2018
894;NOP;MIL;123;121;February 25, 2018
895;PHI;WAS;94;109;February 25, 2018
896;LAL;ATL;123;104;February 26, 2018
897;MEM;BOS;98;109;February 26, 2018
898;CHI;BKN;87;104;February 26, 2018
899;IND;DAL;103;109;February 26, 2018
900;PHX;NOP;116;125;February 26, 2018
901;GSW;NYK;125;111;February 26, 2018
902;ORL;OKC;105;112;February 26, 2018
903;MIN;SAC;118;100;February 26, 2018
904;DET;TOR;94;123;February 26, 2018
905;HOU;UTA;96;85;February 26, 2018
906;CHI;CHA;103;118; February 27, 2018
907;BKN;CLE;123;129; February 27, 2018
908;LAC;DEN;122;120; February 27, 2018
909;PHI;MIA;101;102; February 27, 2018
910;WAS;MIL;107;104; February 27, 2018
911;SAC;POR;99;116; February 27, 2018
912;IND;ATL;102;107;February 28, 2018
913;CHA;BOS;106;134;February 28, 2018
914;OKC;DAL;111;110;February 28, 2018
915;MIL;DET;87;110;February 28, 2018
916;HOU;LAC;105;92;February 28, 2018
917;PHX;MEM;110;102;February 28, 2018
918;TOR;ORL;117;104;February 28, 2018
919;NOP;SAS;121;116;February 28, 2018
920;GSW;WAS;109;101;February 28, 2018
921;PHI;CLE;108;97;March 1, 2018
922;LAL;MIA;131;113;March 1, 2018
923;MIN;POR;99;108;March 1, 2018
924;BKN;SAC;111;116;March 1, 2018
925;GSW;ATL;114;109;March 2, 2018
926;DAL;CHI;100;108;March 2, 2018
927;NYK;LAC;105;128;March 2, 2018
928;DEN;MEM;108;102;March 2, 2018
929;IND;MIL;103;96;March 2, 2018
930;DET;ORL;106;115;March 2, 2018
931;CHA;PHI;99;110;March 2, 2018
932;OKC;PHX;124;116;March 2, 2018
933;MIN;UTA;108;116;March 2, 2018
934;TOR;WAS;102;95;March 2, 2018
935;DEN;CLE;126;117;March 3, 2018
936;BOS;HOU;120;123;March 3, 2018
937;DET;MIA;96;105;March 3, 2018
938;MEM;ORL;100;107;March 3, 2018
939;OKC;POR;100;108;March 3, 2018
940;UTA;SAC;98;91;March 3, 2018
941;LAL;SAS;116;112;March 3, 2018
942;PHX;ATL;112;113;March 4, 2018
943;NOP;DAL;126;109;March 4, 2018
944;BKN;LAC;120;123;March 4, 2018
945;PHI;MIL;110;118;March 4, 2018
946;NYK;SAC;99;102;March 4, 2018
947;CHA;TOR;98;103;March 4, 2018
948;IND;WAS;98;95;March 4, 2018
949;BOS;CHI;105;89;March 5, 2018
950;DET;CLE;90;112;March 5, 2018
951;MIL;IND;89;92;March 5, 2018
952;POR;LAL;108;103;March 5, 2018
953;PHX;MIA;103;125;March 5, 2018
954;MEM;SAS;98;100;March 5, 2018
955;ORL;UTA;80;94;March 5, 2018
956;PHI;CHA;128;114; March 6, 2018
957;DEN;DAL;107;118; March 6, 2018
958;BKN;GSW;101;114; March 6, 2018
959;NOP;LAC;121;116; March 6, 2018
960;HOU;OKC;122;112; March 6, 2018
961;NYK;POR;87;111; March 6, 2018
962;ATL;TOR;90;106; March 6, 2018
963;MIA;WAS;113;117; March 6, 2018
964;MEM;CHI;110;119;March 7, 2018
965;CLE;DEN;113;108;March 7, 2018
966;TOR;DET;121;119;March 7, 2018
967;UTA;IND;104;84;March 7, 2018
968;ORL;LAL;107;108;March 7, 2018
969;HOU;MIL;110;99;March 7, 2018
970;NOP;SAC;114;101;March 7, 2018
971;BKN;CHA;125;111;March 8, 2018
972;SAS;GSW;107;110;March 8, 2018
973;PHI;MIA;99;108;March 8, 2018
974;BOS;MIN;117;109;March 8, 2018
975;PHX;OKC;87;115;March 8, 2018
976;LAL;DEN;116;125;March 9, 2018
977;CHI;DET;83;99;March 9, 2018
978;ATL;IND;87;112;March 9, 2018
979;CLE;LAC;102;116;March 9, 2018
980;UTA;MEM;95;78;March 9, 2018
981;NYK;MIL;112;120;March 9, 2018
982;WAS;NOP;116;97;March 9, 2018
983;GSW;POR;108;125;March 9, 2018
984;ORL;SAC;88;94;March 9, 2018
985;HOU;TOR;105;108;March 9, 2018
986;PHX;CHA;115;122;March 10, 2018
987;MEM;DAL;80;114;March 10, 2018
988;ORL;LAC;105;113;March 10, 2018
989;WAS;MIA;102;129;March 10, 2018
990;SAS;OKC;94;104;March 10, 2018
991;CHI;ATL;129;122;March 11, 2018
992;IND;BOS;99;97;March 11, 2018
993;PHI;BKN;120;97;March 11, 2018
994;HOU;DAL;105;82;March 11, 2018
995;SAC;DEN;104;130;March 11, 2018
996;CLE;LAL;113;127;March 11, 2018
997;GSW;MIN;103;109;March 11, 2018
998;UTA;NOP;116;99;March 11, 2018
999;TOR;NYK;132;106;March 11, 2018
1000;SAS;HOU;93;109;March 12, 2018
1001;MIL;MEM;121;103;March 12, 2018
1002;SAC;OKC;101;106;March 12, 2018
1003;MIA;POR;99;115;March 12, 2018
1004;OKC;ATL;119;107; March 13, 2018
1005;TOR;BKN;116;102; March 13, 2018
1006;LAC;CHI;112;106; March 13, 2018
1007;DEN;LAL;103;112; March 13, 2018
1008;CHA;NOP;115;119; March 13, 2018
1009;DAL;NYK;110;97; March 13, 2018
1010;IND;PHI;101;98; March 13, 2018
1011;CLE;PHX;129;107; March 13, 2018
1012;ORL;SAS;72;108; March 13, 2018
1013;DET;UTA;79;110; March 13, 2018
1014;MIN;WAS;116;111; March 13, 2018
1015;WAS;BOS;125;124;March 14, 2018
1016;LAL;GSW;106;117;March 14, 2018
1017;MIL;ORL;117;126;March 14, 2018
1018;MIA;SAC;119;123;March 14, 2018
1019;CHA;ATL;129;117;March 15, 2018
1020;DET;DEN;113;120;March 15, 2018
1021;LAC;HOU;96;101;March 15, 2018
1022;TOR;IND;106;99;March 15, 2018
1023;CHI;MEM;111;110;March 15, 2018
1024;PHI;NYK;118;110;March 15, 2018
1025;CLE;POR;105;113;March 15, 2018
1026;NOP;SAS;93;98;March 15, 2018
1027;PHX;UTA;88;116;March 15, 2018
1028;SAC;GSW;98;93;March 16, 2018
1029;MIA;LAL;92;91;March 16, 2018
1030;LAC;OKC;113;121;March 16, 2018
1031;BOS;ORL;92;83;March 16, 2018
1032;BKN;PHI;116;120;March 16, 2018
1033;DAL;TOR;115;122;March 16, 2018
1034;DAL;BKN;106;114;March 17, 2018
1035;CLE;CHI;114;109;March 17, 2018
1036;DEN;MEM;94;101;March 17, 2018
1037;ATL;MIL;117;122;March 17, 2018
1038;HOU;NOP;107;101;March 17, 2018
1039;CHA;NYK;101;124;March 17, 2018
1040;GSW;PHX;124;109;March 17, 2018
1041;DET;POR;87;100;March 17, 2018
1042;MIN;SAS;101;117;March 17, 2018
1043;SAC;UTA;97;103;March 17, 2018
1044;IND;WAS;102;109;March 17, 2018
1045;POR;LAC;122;109;March 18, 2018
1046;HOU;MIN;129;120;March 18, 2018
1047;BOS;NOP;89;108;March 18, 2018
1048;OKC;TOR;132;125;March 18, 2018
1049;MEM;BKN;115;118;March 19, 2018
1050;MIL;CLE;117;124;March 19, 2018
1051;LAL;IND;100;110;March 19, 2018
1052;DEN;MIA;141;149;March 19, 2018
1053;CHI;NYK;92;110;March 19, 2018
1054;CHA;PHI;94;108;March 19, 2018
1055;DET;SAC;106;90;March 19, 2018
1056;GSW;SAS;75;89;March 19, 2018
1057;OKC;BOS;99;100; March 20, 2018
1058;LAC;MIN;109;123; March 20, 2018
1059;DAL;NOP;105;115; March 20, 2018
1060;TOR;ORL;93;86; March 20, 2018
1061;DET;PHX;115;88; March 20, 2018
1062;HOU;POR;115;111; March 20, 2018
1063;ATL;UTA;99;94; March 20, 2018
1064;CHA;BKN;111;105;March 21, 2018
1065;DEN;CHI;135;102;March 21, 2018
1066;TOR;CLE;129;132;March 21, 2018
1067;NYK;MIA;98;119;March 21, 2018
1068;LAC;MIL;127;120;March 21, 2018
1069;IND;NOP;92;96;March 21, 2018
1070;MEM;PHI;105;119;March 21, 2018
1071;WAS;SAS;90;98;March 21, 2018
1072;MEM;CHA;79;140;March 22, 2018
1073;UTA;DAL;119;112;March 22, 2018
1074;DET;HOU;96;100;March 22, 2018
1075;LAL;NOP;125;128;March 22, 2018
1076;PHI;ORL;118;98;March 22, 2018
1077;ATL;SAC;90;105;March 22, 2018
1078;MIL;CHI;118;105;March 23, 2018
1079;PHX;CLE;95;120;March 23, 2018
1080;ATL;GSW;94;106;March 23, 2018
1081;LAC;IND;104;109;March 23, 2018
1082;MIN;NYK;108;104;March 23, 2018
1083;MIA;OKC;99;105;March 23, 2018
1084;BOS;POR;105;100;March 23, 2018
1085;UTA;SAS;120;124;March 23, 2018
1086;BKN;TOR;112;116;March 23, 2018
1087;DEN;WAS;108;100;March 23, 2018
1088;CHA;DAL;102;98;March 24, 2018
1089;CHI;DET;95;117;March 24, 2018
1090;NOP;HOU;91;114;March 24, 2018
1091;LAL;MEM;100;93;March 24, 2018
1092;PHX;ORL;99;105;March 24, 2018
1093;MIN;PHI;108;120;March 24, 2018
1094;CLE;BKN;121;114;March 25, 2018
1095;UTA;GSW;110;91;March 25, 2018
1096;ATL;HOU;99;118;March 25, 2018
1097;MIA;IND;107;113;March 25, 2018
1098;SAS;MIL;103;106;March 25, 2018
1099;POR;OKC;108;105;March 25, 2018
1100;BOS;SAC;104;93;March 25, 2018
1101;LAC;TOR;117;106;March 25, 2018
1102;NYK;WAS;101;97;March 25, 2018
1103;NYK;CHA;128;137;March 26, 2018
1104;LAL;DET;106;112;March 26, 2018
1105;MEM;MIN;101;93;March 26, 2018
1106;DEN;PHI;104;123;March 26, 2018
1107;BOS;PHX;102;94;March 26, 2018
1108;IND;GSW;92;81; March 27, 2018
1109;CHI;HOU;86;118; March 27, 2018
1110;MIL;LAC;98;105; March 27, 2018
1111;CLE;MIA;79;98; March 27, 2018
1112;POR;NOP;107;103; March 27, 2018
1113;DAL;SAC;103;97; March 27, 2018
1114;DEN;TOR;110;114; March 27, 2018
1115;SAS;WAS;106;116; March 27, 2018
1116;CLE;CHA;118;105;March 28, 2018
1117;DAL;LAL;93;103;March 28, 2018
1118;POR;MEM;103;108;March 28, 2018
1119;ATL;MIN;114;126;March 28, 2018
1120;BKN;ORL;111;104;March 28, 2018
1121;NYK;PHI;101;118;March 28, 2018
1122;LAC;PHX;111;99;March 28, 2018
1123;BOS;UTA;97;94;March 28, 2018
1124;WAS;DET;92;103;March 29, 2018
1125;MIL;GSW;116;107;March 29, 2018
1126;CHI;MIA;92;103;March 29, 2018
1127;IND;SAC;106;103;March 29, 2018
1128;OKC;SAS;99;103;March 29, 2018
1129;PHI;ATL;101;91;March 30, 2018
1130;NOP;CLE;102;107;March 30, 2018
1131;MIN;DAL;93;92;March 30, 2018
1132;PHX;HOU;103;104;March 30, 2018
1133;MIL;LAL;124;122;March 30, 2018
1134;DEN;OKC;126;125;March 30, 2018
1135;CHI;ORL;90;82;March 30, 2018
1136;LAC;POR;96;105;March 30, 2018
1137;MEM;UTA;97;107;March 30, 2018
1138;TOR;BOS;99;110;March 31, 2018
1139;BKN;MIA;110;109;March 31, 2018
1140;DET;NYK;115;109;March 31, 2018
1141;GSW;SAC;112;96;March 31, 2018
1142;CHA;WAS;93;107;March 31, 2018
1143;ORL;ATL;88;94;April 1, 2018
1144;DET;BKN;108;96;April 1, 2018
1145;WAS;CHI;94;113;April 1, 2018
1146;PHI;CHA;119;102;April 1, 2018
1147;DAL;CLE;87;98;April 1, 2018
1148;MIL;DEN;125;128;April 1, 2018
1149;PHX;GSW;107;117;April 1, 2018
1150;IND;LAC;111;104;April 1, 2018
1151;SAC;LAL;84;83;April 1, 2018
1152;UTA;MIN;121;97;April 1, 2018
1153;OKC;NOP;109;104;April 1, 2018
1154;MEM;POR;98;113;April 1, 2018
1155;HOU;SAS;83;100;April 1, 2018
1156;CHA;CHI;114;120; April 3, 2018
1157;TOR;CLE;106;112; April 3, 2018
1158;POR;DAL;109;115; April 3, 2018
1159;IND;DEN;104;107; April 3, 2018
1160;WAS;HOU;104;120; April 3, 2018
1161;SAS;LAC;110;113; April 3, 2018
1162;ATL;MIA;98;101; April 3, 2018
1163;BOS;MIL;102;106; April 3, 2018
1164;ORL;NYK;97;73; April 3, 2018
1165;GSW;OKC;111;107; April 3, 2018
1166;BKN;PHI;95;121; April 3, 2018
1167;SAC;PHX;94;97; April 3, 2018
1168;LAL;UTA;110;117; April 3, 2018
1169;MIA;ATL;115;86;April 4, 2018
1170;PHI;DET;115;108;April 4, 2018
1171;SAS;LAL;112;122;April 4, 2018
1172;MEM;NOP;95;123;April 4, 2018
1173;DAL;ORL;100;105;April 4, 2018
1174;BOS;TOR;78;96;April 4, 2018
1175;WAS;CLE;115;119;April 5, 2018
1176;MIN;DEN;96;100;April 5, 2018
1177;POR;HOU;94;96;April 5, 2018
1178;GSW;IND;106;126;April 5, 2018
1179;BKN;MIL;119;111;April 5, 2018
1180;LAC;UTA;95;117;April 5, 2018
1181;CHI;BOS;104;111;April 6, 2018
1182;DAL;DET;106;113;April 6, 2018
1183;MIN;LAL;113;96;April 6, 2018
1184;SAC;MEM;94;93;April 6, 2018
1185;MIA;NYK;98;122;April 6, 2018
1186;CHA;ORL;137;100;April 6, 2018
1187;CLE;PHI;130;132;April 6, 2018
1188;NOP;PHX;122;103;April 6, 2018
1189;IND;TOR;73;92;April 6, 2018
1190;ATL;WAS;103;97;April 6, 2018
1191;BKN;CHI;124;96;April 7, 2018
1192;NOP;GSW;126;120;April 7, 2018
1193;OKC;HOU;108;102;April 7, 2018
1194;DEN;LAC;134;115;April 7, 2018
1195;MIL;NYK;115;102;April 7, 2018
1196;POR;SAS;105;116;April 7, 2018
1197;ATL;BOS;112;106;April 8, 2018
1198;IND;CHA;123;117;April 8, 2018
1199;UTA;LAL;112;97;April 8, 2018
1200;DET;MEM;117;130;April 8, 2018
1201;DAL;PHI;97;109;April 8, 2018
1202;GSW;PHX;117;100;April 8, 2018
1203;ORL;TOR;101;112;April 8, 2018
1204;CHI;BKN;105;114;April 9, 2018
1205;POR;DEN;82;88;April 9, 2018
1206;TOR;DET;108;98;April 9, 2018
1207;NOP;LAC;113;100;April 9, 2018
1208;OKC;MIA;115;93;April 9, 2018
1209;ORL;MIL;86;102;April 9, 2018
1210;MEM;MIN;94;113;April 9, 2018
1211;CLE;NYK;123;109;April 9, 2018
1212;SAC;SAS;85;98;April 9, 2018
1213;PHI;ATL;121;113; April 10, 2018
1214;PHX;DAL;124;97; April 10, 2018
1215;CHA;IND;119;93; April 10, 2018
1216;HOU;LAL;105;99; April 10, 2018
1217;GSW;UTA;79;119; April 10, 2018
1218;BOS;WAS;101;113; April 10, 2018
1219;BKN;BOS;97;110;April 11, 2018
1220;DET;CHI;119;87;April 11, 2018
1221;NYK;CLE;110;98;April 11, 2018
1222;LAL;LAC;115;100;April 11, 2018
1223;TOR;MIA;109;116;April 11, 2018
1224;DEN;MIN;106;112;April 11, 2018
1225;SAS;NOP;98;122;April 11, 2018
1226;MEM;OKC;123;137;April 11, 2018
1227;WAS;ORL;92;101;April 11, 2018
1228;MIL;PHI;95;130;April 11, 2018
1229;UTA;POR;93;102;April 11, 2018
1230;HOU;SAC;83;96;April 11, 2018
