1;437;2;5;.400;1;2;.500;0;0;;0;3;0;0;1;1;5
1;424;5;12;.417;0;0;;4;4;1.000;2;1;1;1;2;3;14
1;438;3;6;.500;0;0;;2;2;1.000;5;3;1;1;2;5;8
1;432;2;5;.400;2;4;.500;0;0;;2;0;0;1;1;3;6
1;425;0;2;.000;0;0;;0;0;;3;1;0;0;0;2;0
1;428;4;8;.500;1;4;.250;5;7;.714;3;1;0;0;0;0;14
1;430;5;12;.417;2;4;.500;3;4;.750;6;2;2;0;1;2;15
1;429;3;5;.600;0;0;;0;0;;2;4;0;0;2;0;6
1;426;0;4;.000;0;3;.000;4;5;.800;2;1;1;0;0;3;4
1;431;3;6;.500;2;2;1.000;1;2;.500;3;1;3;0;3;1;9
1;439;1;8;.125;0;1;.000;0;0;;1;1;0;0;0;0;2
1;440;3;6;.500;1;2;.500;0;0;;0;1;1;1;0;0;7
1;434;1;1;1.000;0;0;;0;0;;1;0;0;0;0;0;2
1;344;11;13;.846;5;6;.833;0;0;;2;2;1;0;1;3;27
1;336;5;13;.385;2;6;.333;0;1;.000;8;11;2;1;3;1;12
1;335;9;17;.529;1;4;.250;5;5;1.000;9;7;2;0;4;2;24
1;337;1;4;.250;1;2;.500;0;2;.000;7;4;0;1;1;0;3
1;342;5;7;.714;0;0;;5;6;.833;4;0;1;2;0;4;15
1;333;2;7;.286;0;2;.000;1;2;.500;4;2;0;1;0;1;5
1;340;3;5;.600;0;0;;0;0;;6;3;0;1;2;2;6
1;339;4;6;.667;0;0;;3;4;.750;4;2;0;0;1;1;11
1;345;2;3;.667;0;0;;0;0;;3;1;0;0;1;2;4
1;346;1;3;.333;1;2;.500;0;0;;0;0;0;0;0;1;3
1;330;1;3;.333;0;0;;1;2;.500;2;0;0;0;0;0;3
1;338;0;0;;0;0;;0;0;;2;0;0;0;2;1;0
2;105;4;13;.308;3;4;.750;4;5;.800;5;4;0;0;4;5;15
2;114;1;7;.143;0;4;.000;2;2;1.000;4;4;2;0;1;3;4
2;108;5;9;.556;2;2;1.000;1;2;.500;3;4;0;0;2;1;13
2;109;2;6;.333;1;3;.333;4;4;1.000;3;0;1;0;1;2;9
2;119;1;4;.250;0;0;;0;0;;5;1;0;2;2;1;2
2;121;4;8;.500;0;2;.000;1;3;.333;7;5;1;1;2;2;9
2;113;9;13;.692;4;5;.800;4;7;.571;7;2;0;1;2;5;26
2;103;2;3;.667;0;0;;2;4;.500;1;0;0;1;1;1;6
2;82;4;7;.571;0;0;;3;4;.750;4;4;0;0;1;3;11
2;106;2;5;.400;2;5;.400;0;0;;2;1;0;1;0;2;6
2;111;1;2;.500;0;1;.000;0;0;;0;0;0;0;0;0;2
2;104;0;0;;0;0;;0;0;;0;0;0;0;0;0;0
2;59;5;13;.385;0;0;;7;10;.700;9;14;2;0;5;4;17
2;58;8;15;.533;4;6;.667;0;0;;6;3;0;0;1;2;20
2;57;8;13;.615;4;6;.667;8;8;1.000;2;1;1;0;2;0;28
2;43;3;8;.375;2;4;.500;1;2;.500;7;4;0;3;0;5;9
2;50;1;7;.143;0;0;;0;0;;7;4;0;1;0;3;2
2;41;9;17;.529;4;7;.571;3;5;.600;2;2;3;0;0;2;25
2;48;7;15;.467;3;4;.750;0;0;;14;0;1;0;2;3;17
2;46;1;4;.250;0;0;;3;4;.750;2;4;2;0;0;1;5
2;54;1;1;1.000;0;0;;0;0;;1;1;0;0;0;1;2
2;47;0;0;;0;0;;0;0;;0;1;0;0;0;1;0
2;51;1;1;1.000;1;1;1.000;0;0;;0;0;0;0;0;1;3
2;39;1;1;1.000;0;0;;0;0;;0;0;0;0;0;0;2
3;408;14;26;.538;0;2;.000;7;9;.778;14;1;2;4;3;4;35
3;418;6;15;.400;4;10;.400;0;0;;11;3;2;4;1;1;16
3;422;3;9;.333;0;1;.000;0;0;;8;17;1;0;2;4;6
3;412;10;20;.500;1;5;.200;0;1;.000;7;2;1;2;3;1;21
3;419;2;4;.500;0;1;.000;0;0;;2;2;1;0;1;2;4
3;403;4;5;.800;2;2;1.000;0;0;;1;1;1;1;2;1;10
3;417;0;1;.000;0;1;.000;0;0;;4;0;0;0;1;0;0
3;409;1;4;.250;0;0;;0;0;;2;0;0;1;0;2;2
3;411;1;2;.500;1;2;.500;0;0;;0;0;0;0;1;2;3
3;355;6;23;.261;4;9;.444;2;2;1.000;7;7;2;0;0;2;18
3;356;7;18;.389;4;10;.400;1;1;1.000;2;2;3;0;1;1;19
3;361;6;15;.400;1;4;.250;0;0;;7;0;1;1;4;2;13
3;347;3;7;.429;1;5;.200;0;0;;7;2;0;1;3;1;7
3;358;3;7;.429;0;0;;5;5;1.000;11;0;0;2;0;3;11
3;349;3;8;.375;1;4;.250;1;2;.500;2;3;2;1;0;1;8
3;351;3;6;.500;0;0;;0;2;.000;13;0;0;1;1;3;6
3;350;3;7;.429;1;4;.250;0;0;;2;1;1;0;0;1;7
3;357;3;7;.429;0;3;.000;0;0;;1;1;1;0;3;1;6
3;348;0;0;;0;0;;0;0;;0;1;0;0;0;0;0
3;354;0;0;;0;0;;0;0;;0;0;0;0;0;0;0
4;146;8;17;.471;2;6;.333;1;1;1.000;2;4;3;0;1;1;19
4;161;6;20;.300;3;5;.600;8;10;.800;3;15;4;2;5;3;23
4;153;9;15;.600;1;4;.250;3;3;1.000;11;6;0;0;0;5;22
4;155;4;7;.571;1;3;.333;0;0;;5;1;1;1;0;1;9
4;148;6;9;.667;0;0;;0;0;;6;0;0;0;1;3;12
4;158;7;10;.700;0;0;;0;0;;3;0;0;0;2;2;14
4;154;1;4;.250;1;2;.500;0;0;;5;1;1;0;2;3;3
4;157;0;3;.000;0;1;.000;2;2;1.000;0;1;0;0;1;0;2
4;147;0;1;.000;0;0;;0;0;;0;1;1;0;0;1;0
4;150;0;0;;0;0;;2;2;1.000;0;0;1;0;1;2;2
4;7;4;9;.444;1;4;.250;2;2;1.000;3;9;2;0;5;5;11
4;4;6;17;.353;2;5;.400;3;4;.750;2;6;0;0;2;1;17
4;6;8;11;.727;3;4;.750;4;4;1.000;12;1;0;2;1;3;23
4;16;4;6;.667;0;0;;1;2;.500;9;2;0;1;1;1;9
4;1;5;9;.556;2;4;.500;0;0;;2;1;0;1;0;1;12
4;18;7;10;.700;3;4;.750;1;2;.500;1;4;3;1;4;2;18
4;9;4;8;.500;4;7;.571;0;0;;2;0;1;0;0;0;12
4;15;2;5;.400;1;2;.500;4;4;1.000;5;1;0;0;1;2;9
4;12;1;1;1.000;0;0;;0;0;;1;1;0;2;3;2;2
4;11;0;0;;0;0;;1;2;.500;1;1;0;0;0;0;1
4;13;0;1;.000;0;0;;0;0;;0;0;0;0;0;1;0
5;133;12;20;.600;5;7;.714;2;2;1.000;8;6;2;1;3;5;31
5;122;11;21;.524;0;1;.000;13;16;.813;13;7;3;0;4;6;35
5;128;3;6;.500;0;0;;1;2;.500;6;1;0;6;3;3;7
5;140;1;4;.250;0;3;.000;0;0;;3;0;0;1;1;3;2
5;123;4;12;.333;0;2;.000;1;2;.500;4;4;0;0;5;6;9
5;125;6;13;.462;2;6;.333;2;2;1.000;4;3;1;0;2;4;16
5;142;1;1;1.000;1;1;1.000;0;0;;0;0;1;0;1;2;3
5;137;1;5;.200;0;1;.000;0;0;;4;1;0;0;1;1;2
5;145;1;1;1.000;0;0;;0;0;;0;0;1;0;0;1;2
5;126;0;0;;0;0;;0;0;;0;0;0;0;0;0;0
5;22;9;19;.474;2;5;.400;0;0;;4;4;1;1;3;4;20
5;26;5;8;.625;1;2;.500;13;14;.929;12;4;2;3;1;3;24
5;36;8;18;.444;1;3;.333;2;2;1.000;10;4;3;1;5;0;19
5;33;7;18;.389;4;9;.444;5;6;.833;4;3;1;0;0;2;23
5;20;0;4;.000;0;0;;0;0;;3;1;0;0;0;2;0
5;30;8;20;.400;2;4;.500;3;3;1.000;7;1;0;0;2;4;21
5;28;2;4;.500;1;3;.333;0;0;;1;2;1;0;4;2;5
5;32;0;1;.000;0;0;;0;0;;1;1;0;0;0;3;0
5;29;0;2;.000;0;0;;1;2;.500;3;0;0;0;0;1;1
6;85;5;17;.294;1;6;.167;4;4;1.000;6;1;3;0;1;3;15
6;93;11;19;.579;6;9;.667;4;8;.500;6;4;4;1;4;3;32
6;99;6;9;.667;1;2;.500;3;4;.750;8;2;0;1;1;3;16
6;102;3;4;.750;0;0;;1;2;.500;3;1;0;1;0;0;7
6;87;2;9;.222;1;4;.250;1;2;.500;5;6;2;0;2;0;6
6;89;1;5;.200;1;1;1.000;0;0;;3;3;3;0;0;2;3
6;96;2;4;.500;0;2;.000;0;0;;4;2;0;1;0;5;4
6;97;5;11;.455;1;4;.250;1;3;.333;5;0;0;0;2;2;12
6;42;1;1;1.000;0;0;;1;2;.500;4;0;0;0;1;3;3
6;70;7;17;.412;0;4;.000;10;14;.714;10;12;1;1;3;2;24
6;72;3;8;.375;3;6;.500;0;1;.000;17;2;1;1;2;3;9
6;66;0;7;.000;0;3;.000;0;0;;4;1;0;1;1;2;0
6;69;4;8;.500;1;4;.250;0;2;.000;2;1;1;0;1;2;9
6;67;3;7;.429;1;3;.333;0;0;;3;1;1;0;2;2;7
6;73;5;7;.714;0;0;;0;1;.000;5;1;2;1;3;4;10
6;79;6;11;.545;3;6;.500;0;0;;2;1;0;0;2;3;15
6;63;2;6;.333;0;3;.000;2;2;1.000;1;1;1;0;0;2;6
6;62;0;3;.000;0;3;.000;0;0;;0;1;0;0;1;2;0
6;71;0;3;.000;0;2;.000;0;0;;0;0;0;0;1;0;0
6;81;0;0;;0;0;;0;0;;1;0;0;0;0;0;0
6;74;0;1;.000;0;0;;0;0;;1;0;0;0;0;1;0
7;455;3;9;.333;0;2;.000;2;4;.500;12;2;0;1;2;2;8
7;445;4;11;.364;2;5;.400;3;3;1.000;5;3;2;0;0;4;13
7;456;7;15;.467;1;3;.333;3;4;.750;6;1;0;0;2;4;18
7;449;4;6;.667;0;0;;1;1;1.000;6;1;0;0;2;1;9
7;454;4;9;.444;1;4;.250;6;7;.857;9;8;1;1;5;4;15
7;446;4;11;.364;3;7;.429;4;4;1.000;2;2;0;0;0;0;15
7;77;7;14;.500;1;2;.500;1;1;1.000;2;4;0;0;2;3;16
7;447;2;3;.667;0;0;;3;4;.750;3;0;0;0;0;1;7
7;450;0;0;;0;0;;0;0;;0;1;0;0;0;0;0
7;442;0;2;.000;0;0;;0;0;;2;0;0;0;0;0;0
7;315;15;26;.577;7;12;.583;7;9;.778;4;8;2;0;3;2;44
7;312;10;15;.667;0;0;;4;4;1.000;12;1;1;3;0;3;24
7;323;5;14;.357;1;6;.167;3;4;.750;3;4;2;0;6;3;14
7;307;1;6;.167;0;4;.000;1;4;.250;5;0;2;0;1;1;3
7;326;1;5;.200;1;5;.200;0;0;;0;0;0;2;1;3;3
7;313;3;10;.300;1;7;.143;0;0;;1;2;1;1;0;0;7
7;314;2;5;.400;0;3;.000;0;0;;7;0;0;0;0;3;4
7;316;2;2;1.000;0;0;;1;2;.500;3;0;0;1;0;4;5
7;320;0;0;;0;0;;0;0;;2;0;0;1;0;0;0
8;385;6;8;.750;0;0;;2;6;.333;7;1;0;2;3;4;14
8;391;11;22;.500;3;7;.429;2;2;1.000;10;3;2;1;1;1;27
8;387;5;9;.556;3;5;.600;0;0;;2;1;0;0;2;5;13
8;396;5;18;.278;0;3;.000;3;3;1.000;7;5;4;1;3;2;13
8;384;3;7;.429;0;0;;1;1;1.000;5;3;0;2;1;1;7
8;64;3;10;.300;3;9;.333;4;4;1.000;4;2;2;0;1;1;13
8;395;0;1;.000;0;1;.000;1;2;.500;2;0;2;1;0;3;1
8;383;4;6;.667;0;0;;2;2;1.000;1;2;0;0;3;1;10
8;388;0;2;.000;0;1;.000;0;0;;0;1;0;0;0;0;0
8;381;4;4;1.000;2;2;1.000;0;0;;2;0;0;0;0;1;10
8;393;0;0;;0;0;;0;0;;2;0;0;0;0;1;0
8;399;0;0;;0;0;;0;0;;0;0;0;0;0;1;0
8;371;13;20;.650;8;11;.727;2;2;1.000;7;0;1;0;4;2;36
8;365;5;13;.385;2;7;.286;3;4;.750;7;2;3;2;3;2;15
8;379;10;25;.400;0;4;.000;9;9;1.000;13;8;1;0;5;4;29
8;364;4;9;.444;0;0;;4;6;.667;7;3;0;0;0;1;12
8;366;2;3;.667;1;1;1.000;2;2;1.000;3;1;2;1;1;3;7
8;363;4;7;.571;3;5;.600;0;0;;3;0;0;0;1;2;11
8;372;2;4;.500;0;0;;0;0;;3;2;1;1;2;1;4
8;369;1;4;.250;0;1;.000;0;0;;1;0;0;1;1;1;2
8;376;0;0;;0;0;;0;0;;2;0;0;0;0;1;0
8;370;0;0;;0;0;;0;0;;0;0;0;0;0;2;0
9;424;11;21;.524;0;0;;12;12;1.000;12;3;0;0;2;1;34
9;430;6;12;.500;0;3;.000;0;0;;5;3;3;1;2;3;12
9;437;7;16;.438;3;9;.333;4;4;1.000;3;3;0;0;3;4;21
9;432;0;3;.000;0;3;.000;0;0;;2;1;1;1;0;2;0
9;438;2;4;.500;0;0;;0;0;;2;0;2;0;1;1;4
9;426;1;7;.143;1;6;.167;2;4;.500;3;0;0;0;0;2;5
9;431;4;9;.444;0;3;.000;2;2;1.000;2;3;2;0;0;3;10
9;429;3;5;.600;0;0;;6;6;1.000;4;3;0;0;0;2;12
9;428;0;3;.000;0;1;.000;0;0;;0;0;0;0;0;1;0
9;425;0;2;.000;0;2;.000;1;2;.500;1;0;2;0;0;1;1
9;439;1;3;.333;0;1;.000;0;0;;1;0;0;0;1;1;2
9;440;0;0;;0;0;;0;0;;0;0;0;0;0;0;0
9;344;12;20;.600;5;8;.625;2;2;1.000;0;5;0;0;1;1;31
9;335;10;19;.526;3;9;.333;9;10;.900;6;6;0;1;2;4;32
9;336;2;9;.222;1;4;.250;4;4;1.000;5;6;2;0;2;5;9
9;337;5;7;.714;4;5;.800;0;0;;7;5;1;1;2;2;14
9;342;5;7;.714;0;0;;0;0;;7;2;2;1;2;3;10
9;340;1;2;.500;0;0;;0;0;;3;2;0;1;2;3;2
9;339;1;4;.250;0;0;;0;0;;3;2;0;0;3;0;2
9;333;2;6;.333;2;4;.500;0;0;;4;1;0;0;0;0;6
9;345;3;3;1.000;0;0;;4;4;1.000;4;2;0;1;0;3;10
9;346;0;1;.000;0;1;.000;0;0;;0;0;0;0;0;0;0
9;330;0;0;;0;0;;0;0;;0;1;0;0;0;1;0
9;338;0;0;;0;0;;0;0;;0;0;0;0;1;2;0
10;108;7;7;1.000;2;2;1.000;2;3;.667;7;5;3;1;3;4;18
10;114;5;12;.417;1;5;.200;3;3;1.000;5;3;0;3;0;4;14
10;105;8;14;.571;1;3;.333;3;4;.750;4;3;0;0;1;2;20
10;119;1;2;.500;0;0;;2;2;1.000;5;0;0;1;3;4;4
10;109;1;4;.250;1;1;1.000;2;2;1.000;4;2;0;0;0;1;5
10;113;3;8;.375;1;2;.500;4;4;1.000;5;6;2;1;4;3;11
10;82;11;16;.688;0;1;.000;6;8;.750;7;3;2;0;3;2;28
10;121;1;5;.200;0;2;.000;0;0;;3;0;0;1;1;4;2
10;106;3;10;.300;3;8;.375;2;2;1.000;1;1;1;0;0;2;11
10;103;0;4;.000;0;1;.000;0;2;.000;5;0;0;0;0;0;0
10;111;0;0;;0;0;;0;0;;0;0;0;0;0;1;0
10;59;10;17;.588;0;0;;4;6;.667;9;8;0;2;2;5;24
10;43;3;14;.214;1;9;.111;0;0;;9;4;0;1;2;0;7
10;58;8;20;.400;3;10;.300;4;4;1.000;8;3;4;1;5;4;23
10;57;4;13;.308;1;7;.143;2;4;.500;1;4;0;1;0;3;11
10;48;7;10;.700;0;2;.000;0;1;.000;11;0;1;0;2;5;14
10;41;5;13;.385;2;8;.250;4;5;.800;2;0;1;0;1;3;16
10;50;3;5;.600;0;0;;0;0;;7;2;1;0;1;2;6
10;54;0;1;.000;0;0;;2;2;1.000;1;1;0;0;0;1;2
10;46;0;3;.000;0;0;;0;0;;0;0;0;0;1;1;0
10;47;0;0;;0;0;;0;0;;1;0;0;0;0;2;0
11;122;13;17;.765;0;1;.000;4;9;.444;9;8;1;1;3;3;30
11;133;10;14;.714;4;6;.667;1;4;.250;4;1;0;0;3;5;25
11;128;6;7;.857;0;0;;0;0;;6;4;0;1;1;1;12
11;123;5;13;.385;2;4;.500;0;0;;7;4;1;1;1;2;12
11;140;1;3;.333;0;1;.000;0;0;;2;0;0;1;0;2;2
11;125;5;7;.714;0;1;.000;0;0;;3;0;0;0;4;2;10
11;135;4;8;.500;1;1;1.000;2;4;.500;0;0;1;0;0;1;11
11;137;0;2;.000;0;0;;0;0;;2;0;0;0;1;1;0
11;126;2;4;.500;0;2;.000;0;0;;1;0;0;0;0;0;4
11;145;0;0;;0;0;;0;0;;2;0;0;0;1;1;0
11;142;0;0;;0;0;;0;0;;1;1;0;0;0;0;0
11;127;0;0;;0;0;;0;0;;0;1;0;0;1;1;0
11;132;0;2;.000;0;1;.000;0;0;;1;0;0;0;0;0;0
11;33;8;14;.571;3;5;.600;4;4;1.000;3;8;1;1;0;2;23
11;26;7;11;.636;1;1;1.000;1;2;.500;5;4;2;0;0;2;16
11;22;12;22;.545;5;12;.417;1;2;.500;5;1;0;0;1;2;30
11;36;2;9;.222;0;2;.000;0;0;;7;3;4;1;1;3;4
11;20;3;6;.500;0;0;;0;0;;6;1;0;2;0;2;6
11;30;6;11;.545;3;6;.500;3;7;.429;5;1;1;0;1;1;18
11;28;5;8;.625;1;3;.333;0;0;;0;3;0;0;0;2;11
11;29;5;7;.714;0;0;;2;3;.667;4;2;0;1;2;1;12
11;38;0;2;.000;0;2;.000;0;0;;3;1;2;0;0;1;0
11;31;0;0;;0;0;;0;0;;0;0;0;1;0;0;0
11;32;0;0;;0;0;;0;0;;0;0;0;0;0;0;0
12;408;9;18;.500;1;2;.500;3;5;.600;12;1;2;2;5;3;22
12;418;6;11;.545;3;7;.429;2;2;1.000;8;0;0;2;0;3;17
12;422;6;11;.545;2;3;.667;2;2;1.000;10;9;0;0;6;2;16
12;412;14;24;.583;2;5;.400;3;4;.750;3;9;1;0;1;5;33
12;419;3;9;.333;1;3;.333;1;4;.250;6;2;0;0;1;2;8
12;403;1;5;.200;1;2;.500;0;0;;1;3;0;0;1;1;3
12;411;1;2;.500;0;0;;2;2;1.000;1;1;1;0;0;0;4
12;417;3;4;.750;2;2;1.000;0;0;;1;0;0;0;0;1;8
12;409;0;0;;0;0;;0;0;;1;0;0;0;0;0;0
12;355;7;18;.389;1;7;.143;2;2;1.000;3;4;1;0;7;2;17
12;356;9;21;.429;3;8;.375;1;2;.500;3;6;1;1;2;2;22
12;347;5;10;.500;4;6;.667;0;0;;15;1;0;0;1;3;14
12;361;0;6;.000;0;0;;0;0;;4;5;2;0;0;2;0
12;358;5;12;.417;0;0;;3;4;.750;3;0;1;1;1;1;13
12;352;5;5;1.000;1;1;1.000;0;0;;5;0;0;1;1;2;11
12;349;5;11;.455;2;7;.286;0;0;;5;0;0;0;2;3;12
12;351;2;3;.667;0;0;;0;0;;6;0;0;0;1;1;4
12;350;3;5;.600;1;3;.333;2;2;1.000;1;4;0;1;0;4;9
12;348;0;0;;0;0;;0;0;;0;0;0;0;1;0;0
13;161;9;17;.529;0;2;.000;11;11;1.000;4;9;0;1;4;4;29
13;153;3;7;.429;0;2;.000;0;0;;4;1;2;1;1;4;6
13;155;5;10;.500;0;0;;2;2;1.000;2;2;3;0;0;1;12
13;146;3;11;.273;1;5;.200;2;2;1.000;2;3;0;0;0;4;9
13;148;0;4;.000;0;0;;0;0;;3;0;0;0;0;2;0
13;149;4;10;.400;4;5;.800;2;2;1.000;3;8;0;0;1;2;14
13;154;6;11;.545;1;3;.333;1;2;.500;5;1;1;1;1;2;14
13;158;7;10;.700;4;5;.800;2;2;1.000;4;1;0;0;0;2;20
13;150;4;4;1.000;0;0;;4;5;.800;3;0;1;0;0;2;12
13;157;1;2;.500;0;0;;1;2;.500;4;1;0;0;1;1;3
13;4;14;23;.609;3;6;.500;6;8;.750;5;4;0;0;2;1;37
13;7;3;10;.300;1;8;.125;6;7;.857;7;12;1;0;3;3;13
13;6;4;11;.364;1;3;.333;1;1;1.000;9;2;0;3;0;1;10
13;16;8;11;.727;1;2;.500;2;3;.667;14;1;0;2;3;2;19
13;1;2;3;.667;1;2;.500;4;5;.800;3;0;1;1;0;2;9
13;18;3;9;.333;1;4;.250;4;4;1.000;1;3;3;2;0;1;11
13;9;5;7;.714;4;6;.667;4;4;1.000;2;0;0;0;1;4;18
13;12;2;2;1.000;0;0;;0;0;;4;0;0;0;0;3;4
13;15;3;5;.600;0;0;;0;1;.000;3;1;0;0;2;5;6
13;2;1;2;.500;1;2;.500;0;0;;0;1;0;0;0;0;3
13;11;0;1;.000;0;0;;0;0;;0;0;0;0;2;5;0
13;13;0;2;.000;0;1;.000;0;0;;0;0;0;0;0;0;0
13;17;0;1;.000;0;1;.000;0;0;;0;0;0;0;1;0;0
14;99;7;12;.583;1;1;1.000;3;4;.750;1;0;0;0;3;2;18
14;102;4;6;.667;0;0;;0;0;;2;1;3;1;1;5;8
14;87;7;11;.636;2;4;.500;0;0;;0;6;1;0;1;0;16
14;85;3;6;.500;1;3;.333;1;3;.333;0;4;1;0;2;2;8
14;93;9;18;.500;2;8;.250;2;2;1.000;0;6;2;0;6;3;22
14;89;3;6;.500;0;2;.000;0;0;;0;2;1;1;0;3;6
14;97;5;9;.556;0;2;.000;0;0;;1;3;0;0;4;3;10
14;96;2;8;.250;0;2;.000;2;2;1.000;1;0;0;0;0;1;6
14;42;1;2;.500;0;0;;1;1;1.000;0;0;0;1;0;4;3
14;95;0;0;;0;0;;0;0;;0;0;0;0;0;0;0
14;70;17;24;.708;2;5;.400;10;13;.769;12;5;2;0;3;1;46
14;79;2;5;.400;0;2;.000;1;2;.500;0;1;2;1;2;1;5
14;72;5;16;.313;2;6;.333;3;3;1.000;8;0;0;0;3;1;15
14;71;4;8;.500;4;8;.500;0;0;;3;1;1;0;0;2;12
14;67;2;3;.667;1;1;1.000;1;2;.500;0;3;0;0;2;6;6
14;73;1;1;1.000;0;0;;0;2;.000;5;2;1;1;0;2;2
14;69;2;5;.400;1;2;.500;0;0;;0;1;0;0;2;1;5
14;63;1;4;.250;0;0;;0;0;;0;1;0;0;0;0;2
14;62;2;4;.500;1;3;.333;0;0;;0;0;1;0;2;4;5
14;66;1;3;.333;0;1;.000;0;0;;2;1;1;0;1;1;2
15;456;6;14;.429;0;3;.000;1;2;.500;8;3;1;1;3;3;13
15;445;3;6;.500;1;1;1.000;4;4;1.000;4;2;0;0;3;1;11
15;455;2;9;.222;1;3;.333;0;2;.000;10;0;1;1;0;1;5
15;449;3;4;.750;0;0;;2;2;1.000;5;0;1;1;2;2;8
15;454;3;7;.429;0;1;.000;2;3;.667;1;1;1;1;4;4;8
15;446;3;9;.333;0;2;.000;2;3;.667;4;2;0;0;0;1;8
15;450;1;5;.200;0;1;.000;0;0;;5;3;1;0;1;0;2
15;447;1;8;.125;0;2;.000;0;0;;6;1;0;3;1;1;2
15;442;5;9;.556;2;4;.500;4;5;.800;8;2;2;0;1;3;16
15;77;4;9;.444;1;1;1.000;0;0;;1;1;0;0;1;0;9
15;307;5;14;.357;3;10;.300;2;4;.500;5;1;1;0;0;2;15
15;315;2;18;.111;1;10;.100;7;8;.875;4;7;3;3;3;2;12
15;323;10;18;.556;3;5;.600;4;4;1.000;3;8;3;1;1;2;27
15;312;4;6;.667;0;0;;0;0;;16;1;0;1;1;2;8
15;326;2;6;.333;2;5;.400;0;1;.000;2;0;0;1;0;3;6
15;313;3;13;.231;2;10;.200;1;2;.500;4;0;0;0;2;1;9
15;314;7;17;.412;5;12;.417;2;2;1.000;12;1;0;1;0;2;21
15;320;1;3;.333;0;0;;0;0;;2;2;0;0;1;1;2
15;316;0;0;;0;0;;0;0;;4;1;0;2;0;1;0
15;324;1;1;1.000;0;0;;0;0;;1;0;0;0;0;0;2
15;322;0;0;;0;0;;0;0;;1;1;1;0;0;1;0
15;318;0;0;;0;0;;0;0;;0;0;0;0;1;0;0
16;391;10;25;.400;0;7;.000;8;9;.889;6;2;1;0;4;1;28
16;384;8;14;.571;2;3;.667;2;4;.500;16;3;1;0;1;2;20
16;396;6;16;.375;5;8;.625;5;6;.833;7;9;1;0;3;4;22
16;387;1;6;.167;1;4;.250;0;0;;2;2;0;0;1;2;3
16;385;3;5;.600;0;0;;7;12;.583;15;3;2;3;3;2;13
16;64;0;3;.000;0;3;.000;1;2;.500;1;2;3;0;1;5;1
16;395;1;3;.333;1;2;.500;0;0;;3;0;0;0;0;1;3
16;388;5;9;.556;0;2;.000;0;0;;5;0;0;0;0;2;10
16;383;1;3;.333;0;0;;0;0;;1;1;1;0;1;0;2
16;371;6;21;.286;4;12;.333;2;4;.500;10;1;0;3;3;2;18
16;365;6;18;.333;2;9;.222;3;4;.750;9;0;1;0;1;3;17
16;379;7;19;.368;2;3;.667;3;4;.750;9;13;4;0;3;4;19
16;366;4;8;.500;1;3;.333;2;2;1.000;1;2;3;1;0;2;11
16;364;4;5;.800;0;0;;1;2;.500;7;1;1;0;2;6;9
16;372;6;10;.600;0;2;.000;1;2;.500;6;1;0;0;3;3;13
16;369;3;5;.600;2;4;.500;0;0;;2;3;2;0;1;1;8
16;363;0;2;.000;0;1;.000;0;0;;0;0;0;0;0;3;0
16;376;0;2;.000;0;1;.000;0;0;;2;1;0;0;0;1;0
17;59;6;13;.462;0;1;.000;7;8;.875;12;7;4;0;3;3;19
17;45;5;11;.455;3;4;.750;10;15;.667;7;4;1;3;3;4;23
17;58;7;17;.412;4;7;.571;3;4;.750;7;4;0;0;0;3;21
17;57;4;9;.444;1;5;.200;1;1;1.000;0;3;0;0;0;1;10
17;43;3;5;.600;2;2;1.000;3;5;.600;1;4;3;1;2;4;11
17;41;7;13;.538;4;8;.500;3;3;1.000;4;5;1;0;0;3;21
17;48;3;5;.600;2;3;.667;0;0;;3;0;0;1;1;2;8
